zone_id,year,week_of_year,season_index,week_of_season,risk_tier_index,radius_km,rain_norm_mean,rain_norm_p95,traffic_norm_mean,outage_active_ratio,event_flag_active_ratio,aqi_norm_mean,recent_4week_disruption_days,prev_4week_zdi_mean,prev_4week_zdi_p95,seasonal_disruption_days
BLR-03,2024,6,1,6,2,2.5,27.277,45.45,26.904,0.03688,0.03821,31.785,0.564,27.198,33.02,0.322
BLR-04,2024,6,1,6,1,2.5,16.87,44.103,21.806,0.02423,0.02277,23.85,0.487,19.346,27.023,0.663
BLR-05,2024,6,1,6,0,2.5,19.614,36.793,29.944,0.0343,0.00712,24.765,0.454,21.185,27.171,0.491
BLR-06,2024,6,1,6,1,2.5,15.816,37.59,38.319,0.02982,0.00482,26.046,0.588,26.979,35.86,0.915
BLR-01,2024,7,1,7,2,2.5,17.263,36.49,23.496,0.04271,0.01958,23.571,0.782,31.194,39.448,0.828
BLR-02,2024,7,1,7,2,2.5,18.167,35.836,27.362,0.03183,0.00162,22.854,0.751,28.016,36.842,0.476
BLR-03,2024,7,1,7,2,2.5,17.976,33.209,27.404,0.04314,0.01749,29.526,0.571,26.936,32.391,0.977
BLR-04,2024,7,1,7,1,2.5,13.031,23.89,28.143,0.0209,0.00306,26.136,0.544,19.011,26.118,0.629
BLR-05,2024,7,1,7,0,2.5,13.902,25.374,32.448,0.01728,0.02014,23.872,0.487,22.919,29.318,0.684
BLR-06,2024,7,1,7,1,2.5,21.606,42.175,28.821,0.03341,0.0182,24.914,0.671,26.144,33.739,0.585
BLR-01,2024,8,1,8,2,2.5,26.946,47.819,39.979,0.02713,0.03486,24.688,0.844,28.994,34.329,0.882
BLR-02,2024,8,1,8,2,2.5,18.676,46.061,21.824,0.03473,0.02408,20.426,0.745,28.031,36.354,0.933
BLR-03,2024,8,1,8,2,2.5,18.975,31.226,33.228,0.02724,0.00056,34.351,0.743,27.569,35.029,0.464
BLR-04,2024,8,1,8,1,2.5,14.218,35.487,24.949,0.02382,0.0316,25.393,0.661,19.591,26.675,0.582
BLR-05,2024,8,1,8,0,2.5,19.377,46.726,37.529,0.0322,0.01886,22.757,0.626,21.62,27.226,0.51
BLR-06,2024,8,1,8,1,2.5,26.455,49.291,33.497,0.03697,0.03918,25.022,0.682,23.783,31.625,0.74
BLR-01,2024,9,1,9,2,2.5,15.007,36.014,31.605,0.04133,0.02715,22.525,0.834,28.369,34.826,0.628
BLR-02,2024,9,1,9,2,2.5,34.686,52.194,38.878,0.0349,0.01893,24.41,0.72,25.008,31.598,0.797
BLR-03,2024,9,1,9,2,2.5,24.957,39.134,37.667,0.04318,0.00879,31.003,0.683,27.268,34.09,0.456
BLR-04,2024,9,1,9,1,2.5,15.453,42.729,38.002,0.03346,0.03332,25.231,0.622,22.266,30.936,0.28
BLR-05,2024,9,1,9,0,2.5,11.979,33.986,36.489,0.01899,0.00516,22.404,0.647,23.488,28.453,0.865
BLR-06,2024,9,1,9,1,2.5,18.47,28.796,32.008,0.02714,0.03524,27.353,0.736,24.023,33.191,0.582
BLR-01,2024,10,1,10,2,2.5,15.459,27.631,33.042,0.03016,0.00896,23.16,0.834,28.175,34.768,0.695
BLR-02,2024,10,1,10,2,2.5,28.343,47.62,39.982,0.03913,0.02678,27.409,0.712,25.106,31.576,0.926
BLR-03,2024,10,1,10,2,2.5,29.483,53.561,38.458,0.04147,0.0379,31.014,0.555,28.561,35.168,0.542
BLR-04,2024,10,1,10,1,2.5,20.75,38.698,35.151,0.03465,0.02024,27.804,0.538,23.06,32.096,0.771
BLR-05,2024,10,1,10,0,2.5,8.229,32.072,30.552,0.03118,0.00981,21.595,0.637,21.907,25.033,0.618
BLR-06,2024,10,1,10,1,2.5,12.316,25.045,34.947,0.02843,0.03014,27.439,0.706,27.022,34.469,0.682
BLR-01,2024,11,1,11,2,2.5,29.404,45.916,25.863,0.02791,0.00119,28.229,0.758,26.544,32.856,0.666
BLR-02,2024,11,1,11,2,2.5,26.572,37.678,32.945,0.0382,0.03037,24.866,0.783,26.751,30.809,0.854
BLR-03,2024,11,1,11,2,2.5,19.12,34.443,26.561,0.03862,0.01608,28.502,0.61,29.675,36.778,0.183
BLR-04,2024,11,1,11,1,2.5,16.633,43.201,40.097,0.07132,0.10817,27.956,0.566,24.332,32.43,0.527
BLR-05,2024,11,1,11,0,2.5,10.717,26.145,30.182,0.02169,0.00148,21.805,0.669,21.789,25.97,0.901
BLR-06,2024,11,1,11,1,2.5,24.345,43.729,34.932,0.0232,0.03028,30.522,0.647,27.297,33.635,0.623
BLR-01,2024,12,1,12,2,2.5,20.401,32.389,16.84,0.03246,0.0024,26.854,0.718,27.058,35.016,0.663
BLR-02,2024,12,1,12,2,2.5,20.09,38.247,39.922,0.04111,0.03932,28.383,0.878,27.025,32.057,0.571
BLR-03,2024,12,1,12,2,2.5,18.402,33.523,28.962,0.0393,0.03139,26.868,0.411,29.285,34.796,0.625
BLR-04,2024,12,1,12,1,2.5,8.299,24.802,24.304,0.03423,0.00392,27.761,0.54,28.116,38.692,0.647
BLR-05,2024,12,1,12,0,2.5,8.566,28.038,29.762,0.02538,0.02353,21.228,0.724,20.496,26.792,0.502
BLR-06,2024,12,1,12,1,2.5,24.315,51.834,28.974,0.02289,0.03295,31.364,0.657,28.397,32.029,0.994
BLR-01,2024,13,1,13,2,2.5,26.059,44.579,36.018,0.04388,0.02986,23.841,0.663,24.256,32.365,0.653
BLR-02,2024,13,1,13,2,2.5,21.451,34.211,32.128,0.04482,0.01486,27.51,0.787,29.458,35.749,0.575
BLR-03,2024,13,1,13,2,2.5,35.129,61.132,38.642,0.04138,0.00862,26.189,0.452,28.747,33.327,1.233
BLR-04,2024,13,1,13,1,2.5,11.052,37.258,26.225,0.0295,0.03125,26.722,0.556,26.109,38.412,0.327
BLR-05,2024,13,1,13,0,2.5,7.77,33.364,30.188,0.031,0.01301,21.009,0.722,19.038,25.313,0.739
BLR-06,2024,13,1,13,1,2.5,30.173,53.419,31.261,0.03732,0.02584,29.063,0.72,29.571,35.468,0.498
BLR-01,2024,14,1,14,2,2.5,28.473,41.937,38.044,0.03654,0.02475,27.546,0.669,26.99,35.09,1.001
BLR-02,2024,14,1,14,2,2.5,33.244,46.479,43.024,0.04074,0.00076,27.75,0.732,28.957,35.04,0.653
BLR-03,2024,14,1,14,2,2.5,18.238,29.047,27.151,0.02547,0.03448,24.821,0.646,29.434,33.071,0.444
BLR-04,2024,14,1,14,1,2.5,20.063,33.09,32.182,0.02511,0.00576,27.953,0.568,25.303,37.007,0.649
BLR-05,2024,14,1,14,0,2.5,13.358,24.411,29.91,0.0214,0.0156,20.395,0.69,18.594,28.044,0.769
BLR-06,2024,14,1,14,1,2.5,20.943,41.492,39.745,0.03505,0.01972,27.402,0.699,29.578,36.852,0.805
BLR-01,2024,15,1,15,2,2.5,16.892,31.099,30.959,0.03038,0.03545,30.602,0.746,29.05,35.723,0.92
BLR-02,2024,15,1,15,2,2.5,20.937,32.447,36.034,0.02907,0.02543,29.719,0.663,30.494,38.724,0.62
BLR-03,2024,15,1,15,2,2.5,11.275,29.406,34.642,0.03429,4e-05,26.565,0.621,26.54,30.957,0.531
BLR-04,2024,15,1,15,1,2.5,9.952,35.063,29.376,0.02703,0.01521,25.578,0.537,23.996,35.037,0.53
BLR-05,2024,15,1,15,0,2.5,9.319,26.435,26.019,0.01779,0.00492,19.958,0.728,17.875,24.045,0.55
BLR-06,2024,15,1,15,1,2.5,14.22,30.388,37.167,0.03505,0.01045,25.544,0.73,30.053,39.928,0.574
BLR-01,2024,16,1,16,2,2.5,22.13,44.583,30.599,0.02504,0.02586,25.563,0.809,28.141,34.246,0.497
BLR-02,2024,16,1,16,2,2.5,20.058,39.744,23.716,0.03798,0.03149,29.647,0.605,30.798,39.48,0.406
BLR-03,2024,16,1,16,2,2.5,16.378,41.272,37.474,0.02854,0.01432,27.344,0.708,25.263,30.058,0.655
BLR-04,2024,16,1,16,1,2.5,14.009,24.365,31.748,0.03843,0.01125,25.16,0.538,19.753,28.04,0.414
BLR-05,2024,16,1,16,0,2.5,14.691,31.225,36.016,0.03309,0.01123,20.805,0.64,18.511,21.397,0.947
BLR-06,2024,16,1,16,1,2.5,23.327,42.219,27.388,0.0332,0.02207,22.907,0.718,28.758,39.882,0.662
BLR-01,2024,17,1,17,2,2.5,27.269,47.527,34.732,0.03546,0.00912,26.557,0.768,30.162,35.315,0.307
BLR-02,2024,17,1,17,2,2.5,18.516,38.598,31.227,0.04376,0.01816,26.123,0.564,30.188,38.633,0.848
BLR-03,2024,17,1,17,2,2.5,27.8,50.043,32.894,0.03223,0.01866,27.776,0.716,25.001,32.514,0.938
BLR-04,2024,17,1,17,1,2.5,17.421,30.924,30.822,0.03144,0.00327,28.641,0.48,21.145,26.314,0.52
BLR-05,2024,17,1,17,0,2.5,14.0,29.595,31.602,0.01693,0.02504,18.158,0.751,18.51,22.806,0.347
BLR-06,2024,17,1,17,1,2.5,17.993,32.283,32.245,0.02109,0.01363,22.052,0.635,26.881,35.839,0.43
BLR-01,2024,18,1,18,2,2.5,23.744,44.165,24.604,0.02621,0.00342,28.686,0.681,27.886,32.656,0.583
BLR-02,2024,18,1,18,2,2.5,28.661,44.088,30.046,0.02632,0.02505,25.561,0.632,27.929,39.112,0.932
BLR-03,2024,18,1,18,2,2.5,23.054,43.846,27.698,0.02521,0.02639,25.188,0.642,22.083,30.57,0.462
BLR-04,2024,18,1,18,1,2.5,27.691,45.864,28.898,0.02385,0.01313,29.998,0.528,22.293,27.302,0.842
BLR-05,2024,18,1,18,0,2.5,6.342,20.956,24.888,0.02949,0.01684,18.507,0.653,19.259,21.399,0.357
BLR-06,2024,18,1,18,1,2.5,4.01,27.589,33.247,0.0377,0.01245,23.416,0.618,26.243,35.591,0.697
BLR-01,2024,19,2,1,2,2.5,50.963,73.172,38.712,0.03514,0.00229,29.298,0.577,26.248,31.416,1.098
BLR-02,2024,19,2,1,2,2.5,51.832,67.98,34.135,0.0389,0.02671,27.782,0.702,24.82,35.097,1.307
BLR-03,2024,19,2,1,2,2.5,38.341,51.262,32.634,0.04078,0.01817,26.19,0.646,23.544,33.361,0.878
BLR-04,2024,19,2,1,1,2.5,34.843,58.066,31.467,0.02663,0.0381,27.514,0.577,23.656,31.233,1.314
BLR-05,2024,19,2,1,0,2.5,35.325,47.399,34.023,0.01889,0.01162,16.031,0.55,18.564,22.449,0.735
BLR-06,2024,19,2,1,1,2.5,43.729,66.668,45.666,0.03109,0.01359,23.172,0.591,23.44,31.685,0.558
BLR-01,2024,20,2,2,2,2.5,40.422,64.596,34.191,0.06311,0.12869,28.783,0.621,29.278,34.534,1.026
BLR-02,2024,20,2,2,2,2.5,52.066,63.243,32.421,0.04348,0.00578,27.01,0.873,28.806,37.109,1.167
BLR-03,2024,20,2,2,2,2.5,47.447,58.278,36.489,0.02878,0.02464,22.089,0.733,27.513,37.552,1.015
BLR-04,2024,20,2,2,1,2.5,46.173,73.604,29.337,0.02418,0.03543,27.827,0.772,27.111,36.044,0.938
BLR-05,2024,20,2,2,0,2.5,34.071,53.236,26.485,0.02429,0.01994,16.377,0.597,21.179,26.109,0.434
BLR-06,2024,20,2,2,1,2.5,37.302,63.883,39.1,0.02073,0.02336,23.077,0.587,27.206,36.345,0.714
BLR-01,2024,21,2,3,2,2.5,48.977,75.816,33.827,0.03601,0.01496,27.905,0.754,33.591,45.043,1.133
BLR-02,2024,21,2,3,2,2.5,34.839,52.509,36.16,0.03318,0.0187,26.694,1.063,31.483,37.607,0.971
BLR-03,2024,21,2,3,2,2.5,39.541,51.025,32.139,0.03526,0.0337,20.487,0.823,31.255,38.796,0.858
BLR-04,2024,21,2,3,1,2.5,41.896,55.436,36.358,0.02605,0.01317,27.294,0.903,31.524,42.404,1.227
BLR-05,2024,21,2,3,0,2.5,44.025,67.341,34.967,0.01517,0.0365,16.327,0.468,23.98,27.982,0.689
BLR-06,2024,21,2,3,1,2.5,30.325,48.821,30.328,0.03522,0.02051,23.945,0.6,30.075,40.879,1.153
BLR-01,2024,22,2,4,2,2.5,32.516,56.154,33.363,0.03423,0.0289,27.184,0.96,37.166,49.677,1.252
BLR-02,2024,22,2,4,2,2.5,44.648,64.7,42.404,0.03655,0.01499,29.202,1.094,33.796,37.005,1.048
BLR-03,2024,22,2,4,2,2.5,39.655,61.998,40.779,0.04057,0.01613,19.813,0.803,32.778,39.656,1.019
BLR-04,2024,22,2,4,1,2.5,46.43,62.374,47.256,0.03206,0.02519,22.576,1.08,33.187,42.791,1.006
BLR-05,2024,22,2,4,0,2.5,30.215,42.17,32.115,0.02403,0.02278,18.127,0.554,29.077,35.136,0.881
BLR-06,2024,22,2,4,1,2.5,35.402,48.763,31.577,0.05733,0.12945,22.951,0.78,31.733,41.523,1.204
BLR-01,2024,23,2,5,2,2.5,46.925,59.752,33.57,0.03573,0.00443,25.481,1.127,38.572,51.806,0.854
BLR-02,2024,23,2,5,2,2.5,44.755,67.529,42.298,0.03707,0.01899,30.111,1.123,38.725,44.432,1.05
BLR-03,2024,23,2,5,2,2.5,46.326,57.477,38.025,0.04115,0.01597,16.735,0.942,34.423,42.159,0.814
BLR-04,2024,23,2,5,1,2.5,37.606,63.463,31.227,0.03401,0.01825,22.002,1.121,34.666,43.137,0.673
BLR-05,2024,23,2,5,0,2.5,34.07,57.268,45.214,0.03322,0.01831,19.742,0.685,31.409,38.139,1.204
BLR-06,2024,23,2,5,1,2.5,41.297,62.603,33.629,0.03833,0.01168,21.639,0.907,37.691,51.049,1.202
BLR-01,2024,24,2,6,2,2.5,24.421,35.799,27.666,0.04033,0.00421,24.03,1.066,38.782,53.701,0.98
BLR-02,2024,24,2,6,2,2.5,51.28,74.775,42.292,0.03992,0.01525,29.518,1.059,38.13,43.539,1.134
BLR-03,2024,24,2,6,2,2.5,38.356,57.081,43.029,0.03597,0.00273,19.151,0.926,34.778,42.455,1.221
BLR-04,2024,24,2,6,1,2.5,38.548,50.358,36.081,0.03069,0.01177,21.379,0.961,34.773,40.876,0.524
BLR-05,2024,24,2,6,0,2.5,31.366,41.986,35.359,0.01932,0.027,18.57,0.802,34.479,40.052,0.448
BLR-06,2024,24,2,6,1,2.5,42.764,58.314,32.216,0.02009,0.0021,22.227,1.068,35.814,48.056,0.776
BLR-01,2024,25,2,7,2,2.5,48.272,76.08,40.058,0.02884,0.01348,23.333,1.055,34.766,42.983,0.8
BLR-02,2024,25,2,7,2,2.5,44.79,62.272,39.322,0.03154,0.00431,26.663,1.051,38.937,46.615,1.234
BLR-03,2024,25,2,7,2,2.5,46.019,62.437,39.485,0.03304,0.00694,19.803,0.978,36.294,45.997,0.994
BLR-04,2024,25,2,7,1,2.5,34.614,45.826,30.077,0.02603,0.00874,16.919,0.858,32.911,37.964,0.921
BLR-05,2024,25,2,7,0,2.5,36.172,63.434,32.599,0.03463,0.02399,18.002,0.805,32.114,38.021,0.849
BLR-06,2024,25,2,7,1,2.5,29.785,45.509,25.421,0.02964,0.03406,20.763,1.084,33.493,44.988,0.687
BLR-01,2024,26,2,8,2,2.5,43.88,71.671,43.626,0.03733,0.0093,24.903,0.972,33.858,44.353,0.671
BLR-02,2024,26,2,8,2,2.5,48.405,63.744,39.048,0.02909,0.00607,30.27,1.117,40.285,48.744,0.695
BLR-03,2024,26,2,8,2,2.5,40.701,62.286,39.695,0.03542,0.03042,23.924,1.012,38.667,48.036,1.05
BLR-04,2024,26,2,8,1,2.5,35.816,55.523,38.126,0.0333,0.03627,18.475,0.781,31.209,37.293,0.607
BLR-05,2024,26,2,8,0,2.5,31.179,41.288,37.201,0.0164,0.03479,19.605,0.846,29.479,37.037,0.859
BLR-06,2024,26,2,8,1,2.5,28.545,55.318,27.036,0.02156,0.00945,20.863,0.967,33.346,43.514,0.6
BLR-01,2024,27,3,1,2,2.5,73.032,91.101,46.905,0.03044,0.02542,22.992,0.826,35.663,45.741,1.306
BLR-02,2024,27,3,1,2,2.5,66.359,89.588,44.46,0.04139,0.03041,26.697,1.028,39.065,43.32,1.641
BLR-03,2024,27,3,1,2,2.5,80.108,92.859,41.154,0.03015,0.02907,20.005,1.02,38.873,46.388,1.611
BLR-04,2024,27,3,1,1,2.5,72.413,85.198,51.956,0.08628,0.04874,13.179,0.681,32.068,37.549,1.292
BLR-05,2024,27,3,1,0,2.5,55.43,76.019,38.084,0.01578,0.01635,19.661,0.84,30.855,37.671,0.985
BLR-06,2024,27,3,1,1,2.5,67.562,90.562,52.589,0.02977,0.02038,18.24,0.816,29.116,36.193,0.876
BLR-01,2024,28,3,2,2,2.5,73.076,97.713,44.868,0.03853,0.02524,20.561,0.939,39.103,48.708,1.648
BLR-02,2024,28,3,2,2,2.5,72.781,99.913,49.07,0.02525,0.03366,24.466,1.176,42.101,46.473,1.303
BLR-03,2024,28,3,2,2,2.5,78.896,92.294,41.578,0.04159,0.01692,19.373,1.219,43.214,49.097,1.356
BLR-04,2024,28,3,2,1,2.5,65.798,91.574,45.247,0.02178,0.02911,11.754,0.836,39.15,50.339,1.353
BLR-05,2024,28,3,2,0,2.5,69.47,85.015,39.959,0.03133,0.03948,18.723,0.785,30.944,38.824,1.011
BLR-06,2024,28,3,2,1,2.5,67.61,84.353,37.989,0.02396,0.02816,19.587,0.735,32.669,38.324,1.337
BLR-01,2024,29,3,3,2,2.5,76.553,100.0,45.866,0.04305,0.01037,17.433,1.106,44.282,54.989,1.128
BLR-02,2024,29,3,3,2,2.5,71.436,86.417,47.713,0.03671,0.01369,19.565,1.218,44.108,49.178,1.38
BLR-03,2024,29,3,3,2,2.5,80.922,100.0,45.293,0.03545,0.00387,21.677,1.253,46.748,52.421,1.415
BLR-04,2024,29,3,3,1,2.5,62.637,80.367,41.941,0.0378,0.01483,16.713,1.043,41.745,53.718,1.1
BLR-05,2024,29,3,3,0,2.5,69.269,85.214,43.063,0.02414,0.00401,16.281,0.926,37.649,45.016,1.118
BLR-06,2024,29,3,3,1,2.5,71.303,93.89,39.182,0.02737,0.0326,16.352,0.875,39.2,42.338,1.352
BLR-01,2024,30,3,4,2,2.5,88.025,100.0,45.174,0.0322,0.00067,21.085,1.188,48.849,56.426,1.681
BLR-02,2024,30,3,4,2,2.5,66.31,77.775,46.556,0.04363,0.01712,24.436,1.255,47.828,52.633,0.926
BLR-03,2024,30,3,4,2,2.5,71.924,84.501,46.272,0.03644,0.0208,22.048,1.358,50.461,58.411,1.646
BLR-04,2024,30,3,4,1,2.5,64.482,90.228,35.204,0.02893,0.00672,18.702,1.088,47.42,60.348,1.38
BLR-05,2024,30,3,4,0,2.5,62.605,80.433,37.586,0.0182,0.02863,19.49,0.993,40.392,45.67,1.003
BLR-06,2024,30,3,4,1,2.5,55.335,67.551,40.519,0.03069,0.00543,16.112,1.041,42.846,46.409,0.653
BLR-01,2024,31,3,5,2,2.5,73.833,95.425,37.045,0.03935,0.01508,19.987,1.441,53.498,59.324,1.191
BLR-02,2024,31,3,5,2,2.5,74.532,86.615,39.488,0.02678,0.00351,22.227,1.312,49.212,57.002,1.188
BLR-03,2024,31,3,5,2,2.5,82.004,100.0,34.517,0.02624,7e-05,17.054,1.507,53.094,61.548,1.382
BLR-04,2024,31,3,5,1,2.5,63.398,82.754,32.09,0.02444,0.02406,15.924,1.281,49.723,63.479,1.237
BLR-05,2024,31,3,5,0,2.5,67.68,85.884,35.478,0.01792,0.02406,16.02,1.029,42.552,48.152,0.916
BLR-06,2024,31,3,5,1,2.5,71.075,99.018,42.142,0.02957,0.02826,17.188,1.054,46.181,47.878,1.162
BLR-01,2024,32,3,6,2,2.5,67.384,81.175,50.662,0.04121,0.02931,19.19,1.412,53.023,57.359,1.261
BLR-02,2024,32,3,6,2,2.5,59.541,81.407,50.199,0.04482,0.03394,19.226,1.199,46.696,54.936,0.859
BLR-03,2024,32,3,6,2,2.5,67.305,82.4,45.281,0.0289,0.02786,18.576,1.45,52.057,62.807,1.585
BLR-04,2024,32,3,6,1,2.5,71.963,94.735,32.767,0.02327,0.0183,17.95,1.268,46.056,54.375,1.421
BLR-05,2024,32,3,6,0,2.5,63.901,74.065,32.292,0.02651,0.02904,12.812,1.012,43.037,48.637,1.575
BLR-06,2024,32,3,6,1,2.5,75.456,87.185,33.155,0.02359,0.03897,22.134,1.126,46.811,49.997,1.087
BLR-01,2024,33,3,7,2,2.5,68.738,79.349,38.611,0.03477,0.00963,16.944,1.315,53.036,56.918,1.093
BLR-02,2024,33,3,7,2,2.5,75.471,99.47,36.99,0.03801,0.0346,18.399,1.088,46.487,52.061,1.514
BLR-03,2024,33,3,7,2,2.5,64.101,83.276,41.887,0.03646,0.00092,16.968,1.507,49.438,60.038,0.874
BLR-04,2024,33,3,7,1,2.5,59.412,77.218,39.763,0.02199,0.02286,21.399,1.284,48.029,56.253,1.034
BLR-05,2024,33,3,7,0,2.5,71.588,91.243,42.767,0.02477,0.03249,10.536,1.153,39.349,46.352,0.925
BLR-06,2024,33,3,7,1,2.5,68.293,94.449,28.92,0.03198,0.00723,21.378,1.063,46.544,50.251,1.163
BLR-01,2024,34,3,8,2,2.5,73.966,94.091,45.439,0.0257,0.03406,19.617,1.306,48.676,52.307,1.611
BLR-02,2024,34,3,8,2,2.5,73.074,88.485,43.239,0.03539,0.03785,18.88,1.122,48.252,53.989,1.479
BLR-03,2024,34,3,8,2,2.5,55.643,71.981,36.795,0.0292,0.02153,20.286,1.372,46.98,55.849,1.295
BLR-04,2024,34,3,8,1,2.5,75.48,96.318,32.144,0.02718,0.00864,21.709,1.268,47.895,54.926,1.406
BLR-05,2024,34,3,8,0,2.5,68.988,80.486,38.417,0.02351,0.01017,10.729,1.105,41.169,47.681,1.331
BLR-06,2024,34,3,8,1,2.5,66.712,83.411,38.864,0.03641,0.02629,18.115,1.016,47.443,52.643,1.725
BLR-01,2024,35,3,9,2,2.5,81.055,92.45,45.382,0.0272,0.00498,18.427,1.289,47.277,51.296,1.223
BLR-02,2024,35,3,9,2,2.5,71.239,85.303,52.572,0.03254,0.00039,20.529,1.26,48.834,52.329,1.618
BLR-03,2024,35,3,9,2,2.5,72.303,97.087,38.87,0.03558,0.01958,18.373,1.284,46.165,54.176,1.295
BLR-04,2024,35,3,9,1,2.5,74.935,91.947,54.251,0.03483,0.01381,22.41,1.274,48.862,56.109,1.157
BLR-05,2024,35,3,9,0,2.5,64.577,83.821,40.281,0.01753,0.00622,9.349,1.187,41.116,48.469,1.264
BLR-06,2024,35,3,9,1,2.5,66.802,87.758,37.175,0.02366,0.02827,21.047,1.284,49.336,57.434,1.276
BLR-01,2024,36,3,10,2,2.5,84.567,100.0,42.7,0.04216,0.01221,20.232,1.297,47.921,51.25,1.589
BLR-02,2024,36,3,10,2,2.5,71.185,84.157,34.984,0.08073,0.1092,23.375,1.368,50.781,56.268,1.752
BLR-03,2024,36,3,10,2,2.5,65.841,93.804,42.758,0.03896,0.03552,15.967,1.262,45.16,51.597,1.187
BLR-04,2024,36,3,10,1,2.5,65.069,79.465,33.872,0.03902,0.02956,22.32,1.254,50.503,56.474,1.216
BLR-05,2024,36,3,10,0,2.5,72.769,98.644,40.114,0.0195,0.02094,14.151,1.274,42.506,51.864,1.271
BLR-06,2024,36,3,10,1,2.5,63.794,75.833,43.613,0.025,0.03656,16.225,1.313,48.886,55.846,1.358
BLR-01,2024,37,3,11,2,2.5,75.259,95.498,51.32,0.0311,0.0087,22.183,1.379,49.378,52.267,1.358
BLR-02,2024,37,3,11,2,2.5,67.87,84.274,37.871,0.03157,0.02462,21.639,1.591,52.727,60.709,1.228
BLR-03,2024,37,3,11,2,2.5,78.615,90.141,47.282,0.02807,0.02057,18.224,1.163,47.096,54.925,1.652
BLR-04,2024,37,3,11,1,2.5,63.995,81.705,43.917,0.03623,0.00729,22.091,1.203,48.024,52.055,1.131
BLR-05,2024,37,3,11,0,2.5,58.819,84.489,40.533,0.01879,0.00794,16.046,1.198,46.802,53.605,0.691
BLR-06,2024,37,3,11,1,2.5,70.159,92.134,47.414,0.02842,0.01063,12.747,1.381,46.851,55.249,1.131
BLR-01,2024,38,3,12,2,2.5,78.217,100.0,40.165,0.03278,0.03372,21.665,1.445,52.284,56.695,1.499
BLR-02,2024,38,3,12,2,2.5,73.481,95.69,40.522,0.04453,0.01369,20.379,1.519,50.211,58.364,1.672
BLR-03,2024,38,3,12,2,2.5,73.049,92.251,46.577,0.04033,0.00998,22.38,1.357,49.521,57.55,1.809
BLR-04,2024,38,3,12,1,2.5,65.046,87.667,31.663,0.02362,0.02009,22.936,1.228,48.84,53.001,1.115
BLR-05,2024,38,3,12,0,2.5,81.761,100.0,48.086,0.02733,0.01705,15.976,1.139,45.342,52.988,1.516
BLR-06,2024,38,3,12,1,2.5,68.632,87.258,46.554,0.03288,0.02039,13.193,1.373,45.997,53.671,1.518
BLR-01,2024,39,3,13,2,2.5,72.204,82.94,44.888,0.0399,0.00209,21.101,1.417,53.29,59.243,1.281
BLR-02,2024,39,3,13,2,2.5,78.406,93.885,42.008,0.02527,0.00388,15.894,1.567,50.697,60.396,1.684
BLR-03,2024,39,3,13,2,2.5,74.325,91.014,36.945,0.0292,0.02601,17.949,1.486,49.618,57.876,1.64
BLR-04,2024,39,3,13,1,2.5,56.676,78.454,33.83,0.03409,0.00762,21.559,1.155,47.023,50.176,1.088
BLR-05,2024,39,3,13,0,2.5,68.022,90.996,40.442,0.01883,0.00175,13.934,1.185,48.845,54.899,0.915
BLR-06,2024,39,3,13,1,2.5,80.581,98.654,43.515,0.03822,0.02869,15.933,1.321,47.268,53.153,1.363
BLR-01,2024,40,3,14,2,2.5,65.473,77.794,42.5,0.09558,0.09277,20.053,1.432,53.645,60.531,1.205
BLR-02,2024,40,3,14,2,2.5,78.063,94.978,51.333,0.03302,0.03117,16.354,1.584,50.509,57.727,1.602
BLR-03,2024,40,3,14,2,2.5,80.696,98.894,38.861,0.0355,0.02831,17.499,1.572,51.744,61.715,1.22
BLR-04,2024,40,3,14,1,2.5,72.246,82.949,44.327,0.03767,0.00593,21.317,1.137,44.312,48.616,0.986
BLR-05,2024,40,3,14,0,2.5,67.303,77.328,35.708,0.0271,0.0139,13.386,1.098,48.469,54.734,0.908
BLR-06,2024,40,3,14,1,2.5,61.08,76.924,44.451,0.03632,0.00229,16.584,1.343,49.79,57.301,1.17
BLR-01,2024,41,3,15,2,2.5,56.804,80.811,35.708,0.02713,0.03122,19.385,1.336,54.253,63.227,0.852
BLR-02,2024,41,3,15,2,2.5,62.505,76.476,38.153,0.03663,0.01075,18.034,1.546,50.58,56.577,1.361
BLR-03,2024,41,3,15,2,2.5,64.225,75.911,48.634,0.0287,0.00726,18.489,1.58,52.531,59.916,1.264
BLR-04,2024,41,3,15,1,2.5,71.547,84.746,43.028,0.03216,0.01577,20.423,1.08,45.977,51.67,1.74
BLR-05,2024,41,3,15,0,2.5,69.932,93.013,45.423,0.02707,0.03232,13.276,1.008,46.696,53.684,0.987
BLR-06,2024,41,3,15,1,2.5,72.364,83.868,43.875,0.03255,0.00571,21.599,1.296,49.361,57.191,1.27
BLR-01,2024,42,3,16,2,2.5,68.04,81.682,48.893,0.03626,0.01922,17.848,1.209,51.64,59.673,1.427
BLR-02,2024,42,3,16,2,2.5,69.997,82.212,39.719,0.07651,0.08225,18.596,1.58,48.501,54.196,1.542
BLR-03,2024,42,3,16,2,2.5,78.264,92.33,49.993,0.03269,0.03516,21.121,1.483,49.79,54.757,1.557
BLR-04,2024,42,3,16,1,2.5,80.029,96.461,51.071,0.02237,0.02463,23.078,1.232,46.158,51.206,1.234
BLR-05,2024,42,3,16,0,2.5,56.03,78.26,37.59,0.02835,0.00601,12.319,1.082,48.599,56.228,1.188
BLR-06,2024,42,3,16,1,2.5,60.656,85.249,29.402,0.02153,0.02845,24.57,1.33,49.877,57.445,1.47
